来源场景,RuntimeEventID,触发类型,目标对象,世界X,世界Y,目标场景,跳转类型,Opcode,已证明必要条件,条件完整性,条件证据等级,来源资源,依赖GameVar,含瞬时变量或运行时结果,可用于提前Route筛选,v0.5说明
mp2402a,14,,,,,mp2403c2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402a/Mp2402a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402a,21,,,,,mp2401,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402a/Mp2402a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,12,TOUCH_EA,最左出入口,36,673,mp2402,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,13,TOUCH_EA,左出入口,392,770,mp2402c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,14,TOUCH_EA,中出入口,803,710,mp2403c3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,15,TOUCH_EA,右出入口,1065,582,mp2403c4,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,16,TOUCH_EA,最右出入口,1029,376,mp2403c5,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402b,17,,,,,mp2402a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402b/Mp2402b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402c,12,TOUCH_EA,中大門出入口,105,340,mp2402d,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402c/Mp2402c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402c,13,TOUCH_EA,左出入口,115,744,mp2401,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402c/Mp2402c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402c,14,TOUCH_EA,出入口,417,300,mp2402b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402c/Mp2402c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402c,15,,,,,mp2403c1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402c/Mp2402c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402d,12,TOUCH_EA,右出入口,1618,839,mp2402c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402d/Mp2402d.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2402d,13,,,,,mp2402a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2402d/Mp2402d.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403,12,TOUCH_EA,左出入口,51,387,mp2402,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403/Mp2403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403,13,TOUCH_EA,右出入口,970,395,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403/Mp2403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403,14,,,,,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403/Mp2403.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403a,12,TOUCH_EA,右出入口,982,321,mp2403,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403a/Mp2403a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403a,13,TOUCH_EA,傳送點,531,512,mp2403,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403a/Mp2403a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403a,14,,,,,mp2403b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403a/Mp2403a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b,12,TOUCH_EA,右邊傳送,749,493,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b/Mp2403b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b,13,,,,,mp2403b1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b/Mp2403b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b1,12,TOUCH_EA,右邊傳送,750,489,mp2403b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b1/Mp2403b1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b1,13,,,,,mp2403b2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b1/Mp2403b1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b1,26,,,,,mp4001,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b1/Mp2403b1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b1,26,,,,,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b1/Mp2403b1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b2,12,TOUCH_EA,右邊傳送,755,492,mp2403b1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b2/Mp2403b2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b2,13,TOUCH_EA,nd2403b-03.SF2,680,352,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b2/Mp2403b2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403b2,14,,,,,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403b2/Mp2403b2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c1,12,MANUAL_EB,金星,393,534,mp2402c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c1/Mp2403c1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c1,13,,,,,mp2403c1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[999] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c1/Mp2403c1.eve,999,1,0,瞬时Var999/战斗结果等不能作为进入事件前的稳定导航条件；只保留为原始控制流证据。
mp2403c2,12,MANUAL_EB,木星,392,534,mp2402a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c2/Mp2403c2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c2,13,,,,,mp2403c2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[999] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c2/Mp2403c2.eve,999,1,0,瞬时Var999/战斗结果等不能作为进入事件前的稳定导航条件；只保留为原始控制流证据。
mp2403c3,12,MANUAL_EB,水星,395,517,mp2402b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c3/Mp2403c3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c3,13,,,,,mp2403c3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[999] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c3/Mp2403c3.eve,999,1,0,瞬时Var999/战斗结果等不能作为进入事件前的稳定导航条件；只保留为原始控制流证据。
mp2403c4,12,MANUAL_EB,火星,393,552,mp2402b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c4/Mp2403c4.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c4,13,,,,,mp2403c4,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[999] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c4/Mp2403c4.eve,999,1,0,瞬时Var999/战斗结果等不能作为进入事件前的稳定导航条件；只保留为原始控制流证据。
mp2403c5,12,MANUAL_EB,土星,395,530,mp2402b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c5/Mp2403c5.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2403c5,13,,,,,mp2403c5,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[999] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2403c5/Mp2403c5.eve,999,1,0,瞬时Var999/战斗结果等不能作为进入事件前的稳定导航条件；只保留为原始控制流证据。
mp2404,4,,,,,mp2403a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2404/Mp2404.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2404,12,,,,,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2404/Mp2404.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,12,TOUCH_EA,下層傳點,762,1119,mp2403b2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,14,,,,,mp2409a1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,15,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,16,TOUCH_EA,上層傳輸點,765,469,mp2409a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,24,MANUAL_EB,羅侯在左,500,375,mp2409a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,26,MANUAL_EB,右盤,1188,477,mp2409a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,29,MANUAL_EB,羅侯在右,1190,430,mp2406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,31,,,,,mp2407c3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,35,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[689] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,689,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,35,,,,,mp2404,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[689] != 1 && var[36] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,36|689,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,35,,,,,mp2404,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[689] != 1 && var[36] == 1 && var[1316] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,36|689|1316,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,35,,,,,mp2404,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[689] != 1 && var[36] == 1 && var[1316] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,36|689|1316,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2405,35,,,,,mp2411a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2405/Mp2405.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2406,12,,,,,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2406/Mp2406.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2406a,12,,,,,mp2406,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2406a/Mp2406a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407,12,TOUCH_EA,右上出入口,1262,178,mp2409a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407/Mp2407.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407,13,TOUCH_EA,左上出入口,711,168,mp2407b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407/Mp2407.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407,14,,,,,mp2407a,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407/Mp2407.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407,15,,,,,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407/Mp2407.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407a,12,,,,,mp2407,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407a/Mp2407a.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407b,12,MANUAL_EB,羅侯,1263,750,mp2407,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407b/Mp2407b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c1,12,TOUCH_EA,階梯通道,758,25,mp2407d,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3235] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c1/Mp2407c1.eve,3235,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c1,13,TOUCH_EA,o.sf2,961,663,mp2407c2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c1/Mp2407c1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c2,12,TOUCH_EA,山道上方出入口,330,61,mp2407c1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c2/Mp2407c2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c2,13,,,,,mp2407c3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c2/Mp2407c2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c3,12,TOUCH_EA,傳送點,1035,396,mp2407c2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c3/Mp2407c3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407c3,13,,,,,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407c3/Mp2407c3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2407d,12,MANUAL_EB,太虛,402,370,mp2407c1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2407d/Mp2407d.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2408,12,,,,,mp2409a2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2408/Mp2408.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a1,12,TOUCH_EA,下方出口,701,770,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a1/Mp2409a1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a2,12,TOUCH_EA,下方出口,697,774,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a2/Mp2409a2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a2,13,,,,,mp2407,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3209] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a2/Mp2409a2.eve,3209,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a2,13,,,,,mp2408,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3209] != 1 && var[3211] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a2/Mp2409a2.eve,3209|3211,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a3,12,TOUCH_EA,下方出口,683,756,mp2405,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a3/Mp2409a3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409a3,13,,,,,mp2409b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409a3/Mp2409a3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b,4,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b/Mp2409b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b,12,TOUCH_EA,下方出口,920,670,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b/Mp2409b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b,13,,,,,mp2409c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b/Mp2409b.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b2,12,TOUCH_EA,右出入口,932,670,mp2409d,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b2/Mp2409b2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b2,13,,,,,mp2409e,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b2/Mp2409b2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b3,4,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b3/Mp2409b3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b3,12,TOUCH_EA,右上出入口,844,358,mp2409l,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3223] != 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b3/Mp2409b3.eve,3223,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b3,12,TOUCH_EA,右上出入口,844,358,mp2409l1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3223] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b3/Mp2409b3.eve,3223,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409b3,13,,,,,mp2409d2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409b3/Mp2409b3.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409c,12,TOUCH_EA,左下出入口,95,773,mp2409b,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409c/Mp2409c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409c,13,TOUCH_EA,右下出入口,2356,1189,mp2409c1,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409c/Mp2409c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409c,14,,,,,mp2409d,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409c/Mp2409c.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409c1,12,,,,,mp2409c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409c1/Mp2409c1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d,12,TOUCH_EA,下方出口,2002,1547,mp2409c,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d/Mp2409d.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d,13,,,,,mp2409b2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d/Mp2409d.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d1,4,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d1/Mp2409d1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d1,12,TOUCH_EA,下方出口,1727,1676,mp2409h,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d1/Mp2409d1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d1,13,,,,,mp2409i,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d1/Mp2409d1.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d2,4,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d2/Mp2409d2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d2,12,TOUCH_EA,下出口,1728,1662,mp2409h2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d2/Mp2409d2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409d2,13,,,,,mp2409b3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409d2/Mp2409d2.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409e,4,,,,,mp2409a3,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409e/Mp2409e.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409e,12,TOUCH_EA,右下出口,1475,963,mp2409b2,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3224] == 0,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409e/Mp2409e.eve,3224,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409e,12,TOUCH_EA,右下出口,1475,963,mp2409h,LOAD_SCENE_WITH_WORLD_RESET,0x3A,var[3224] != 0 && var[3224] == 1,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409e/Mp2409e.eve,3224,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
mp2409e,12,TOUCH_EA,右下出口,1475,963,mp2409h,LOAD_SCENE_WITH_WORLD_RESET,0x3A,true,必要条件（不是充分条件）,A（EVE控制流精确必要条件）,Map/mp2409e/Mp2409e.eve,,0,1,可在运行时读取当前持久GameVar后参与路由筛选。
