根目录,主题,固化节点或阶段,资料类型,相对路径,字节数,SHA-256,人类用途
证据,08_战斗公式资源与物品,固化5,机器结果,证据/08_战斗公式资源与物品/固化5/机器结果/固化5静态证据来源.json,4325,4cd2c672d1b8efa6715214d5ece065358a6e2df74ea3455f4ac660a92247e31d,机器可读结论与断言
证据,08_战斗公式资源与物品,固化51,反汇编,证据/08_战斗公式资源与物品/固化51/反汇编/公式参数K后级零门_固化51.asm,1433,b9ad46813daf7ee0b04e5dd36ad3a56da2583315e6a3e9a6b9abdd3802dbe5f6,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化51,反汇编,证据/08_战斗公式资源与物品/固化51/反汇编/公式选择器二至六分派_固化51.asm,3525,905fd14ccea1c17961767f037ab32d304b04da7eaa4692e90db95dbb8516b9cf,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化51,反汇编,证据/08_战斗公式资源与物品/固化51/反汇编/公式选择器二至六整数数学实现_固化51.asm,11874,d37f731d9ba13e12ecc58f3b74f32e910ce748bbad4f45c3755321a1dff3a56f,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化51,反汇编,证据/08_战斗公式资源与物品/固化51/反汇编/选择器五除数与派生量A正值链_固化51.asm,5979,888e3cdaa2ae4a272942f663dafb9325e9bac8b6dac13955ed52f8d7f6ee464a,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化52,文本摘录,证据/08_战斗公式资源与物品/固化52/文本摘录/人工智能候选平坦代价预检查机器码.txt,1096,7a79ce4400bfc72e1b400fad2a995aa05f910e4d8e72804fc430532f50018845,字符串与人工摘录
证据,08_战斗公式资源与物品,固化52,文本摘录,证据/08_战斗公式资源与物品/固化52/文本摘录/绝剑凶号固化52证据摘要.txt,1273,f8bcd8cd526d650b6d7c3ad4c54163010fb6613c045afa4f81ba66ca704e20e9,字符串与人工摘录
证据,08_战斗公式资源与物品,固化52,文本摘录,证据/08_战斗公式资源与物品/固化52/文本摘录/绝剑凶号普通扣除跳过与模式二特例机器码.txt,2875,b582c8b20d8b0308b361b673eda619492d0b802e4ab503f2c8dba7e25a91c512,字符串与人工摘录
证据,08_战斗公式资源与物品,固化52,文本摘录,证据/08_战斗公式资源与物品/固化52/文本摘录/绝剑凶号百分比代价与最低一点夹取机器码.txt,1921,f5a2fa5d4ab4db09e7a0757079f6b1393a871f018c8ae0d946aba8664d63ebfd,字符串与人工摘录
证据,08_战斗公式资源与物品,固化53,反汇编,证据/08_战斗公式资源与物品/固化53/反汇编/五项成长写回与作者界面标签_0x413170_0x443D90.asm,16722,9a68c8fbb175b5fd761510123b1c9cf13739817d044b99d767ed2dd701c97be5,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化53,反汇编,证据/08_战斗公式资源与物品/固化53/反汇编/永久能力物品五项能力写入_0x43AFE0_0x43B060.asm,2533,c30976409de60f71d2c29e79a4c951ce6c46e2d29f6ce33ec9bf42070d290df0,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化53,反汇编,证据/08_战斗公式资源与物品/固化53/反汇编/膂力与体魄派生公式量_0x42B5A0_0x42BBC0.asm,22776,50d27d813996044206f18994d69e1273c7447129457fdfeff6f06310edd2d548,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化53,文本摘录,证据/08_战斗公式资源与物品/固化53/文本摘录/五项作者能力CP950原始字符串.txt,619,0d67665236ef4807d9f17e50f11216b2edb8972af6d066cb1d085043158ecace,字符串与人工摘录
证据,08_战斗公式资源与物品,固化54,反汇编,证据/08_战斗公式资源与物品/固化54/反汇编/Ail2威力与防禦侧修正公式消费_0x42BA00_0x42BBC0.asm,8916,ad94d08e141015246d1f5b223359177bc97af528c9f3efff4901312d828488bc,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化54,反汇编,证据/08_战斗公式资源与物品/固化54/反汇编/Ail2数据中心指针桥接_0x4321D0_0x432220.asm,1420,3f11345800112e72afa6eac286911aaf2b971b9f3f2c7f7dc052335b891cbff8,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化54,文本摘录,证据/08_战斗公式资源与物品/固化54/文本摘录/Ail2威力与防禦作者文字锚点.txt,4312,8a11118a83ee2f430f16152a283250107537116b3ae1cde3da352022e664bda2,字符串与人工摘录
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/API与Ail2数据加载_00439D70.asm,11734,7775911c23225a45f9e6a35513babcbf3f85af2d3e2288b54abde72fdc539fbc,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/API主表与运行快照双向整记录复制_0043AB30_0043ACD0.asm,15089,5cf53f8c199bb2e43eab1f84b1b88ed95cb76b1f2f4279f3e6817a58f198919f,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/BattleRoleDefinition回写API主表_00441F6F.asm,4479,e3daf3472aff7f29ef53e499be7ace411ed40255e02f21a30ef3c906b31408e6,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/世界特殊物品动作分派_0040CE23.asm,9357,24e98a5c4f7e653653749da8658b70e9383e98fb1549166210760831e68ab50e,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/物品使用调用0x43AEC0_00437E40.asm,10405,ef460c40cc4963feeafcb03c4cd2c226e418e99d11d3a875c8d33ca0107f2cb3,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/物品应用与永久字段写入_0043AEC0.asm,14764,c8c23c6c07e431e28ae5c2c52297ee33cedd568c21b9ae34a3742568f14e9cfa,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,固化6,反汇编,证据/08_战斗公式资源与物品/固化6/反汇编/遇敌阈值持续状态_004034C0.asm,11550,33c74238d333c3f47f205ade13f4a66fa77a8f82e95d5a92161eed550af2fc32,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,基础阶段,反汇编,证据/08_战斗公式资源与物品/基础阶段/反汇编/物品效果伤害处理_0042A760-0042B353.asm,52539,6eff3d616a6ad5452f51df802930cf0f825c2c1f60186a44834d5bf156cc8b30,近原始机器码与控制流证据
证据,08_战斗公式资源与物品,基础阶段,反汇编,证据/08_战斗公式资源与物品/基础阶段/反汇编/物品记录指针来源_00420170-00420210.asm,3032,d8b34561929e6129e5fa90fdb2d1156dceca6817a82bbec4d76d31dc56e576e7,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/ArticleAil2状态解除跳表_0x421690_0x421990.asm,11190,b5627fd01aed57751b7025357c66f0e42a07e49edf3bf1f08339dd02d868977c,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/Battle每角色更新调用_0x442C70_0x442D10.asm,1960,eae4184683c29b4589e308c8e3137d9acc7999fd2ac0a89604e9ae188193a966,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/DamageInfo初始化与真实字段_0x42C680_0x42C700.asm,2526,8914d48c69e819f595a7f03e6ecfac85d1fb34cb8860760d0a08370cae7453c2,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/DamageInfo加44与加48分离证据_0x42CBF0_0x42CC95.asm,3078,3383827e04fd0a858145e903cde9090254f7eaa6d32f0db2c7251947fefbabee,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/DamageInfo真实基址与五槽Pending写入_0x422AB0_0x422CA9.asm,7915,f35667037d4a073fa2e9ba30be06f3a849fe5c47a4987bfa9849ba8e8bf69d97,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/FIRTTECH特殊动作分派_0x421A00_0x422040.asm,22650,01464049704041bac46429ff8e95b329f45284105edd3518221cc5d7182433b0,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/FightRole初始化Pending39与Runtime28清零_0x41F230_0x41F2AF.asm,1889,34616043f14f8e6b3119df9d2dfc6d29ad9406cb90e95568607f47b359724bd6,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/Pending到Runtime提交_0x42160D_0x421652.asm,1726,1ef368887eee13410d23219c8182ec515d2418be282e076201caa77247fbe310,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/Runtime状态39槽递减_0x420440_0x420699.asm,9893,2bd013d47a4ae68faedc56373edf3f5eb2f56b05b4bef2d9ea931b523e184f91,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/五槽映射与残值计算复核_0x42B0D0_0x42B592.asm,20474,d898edfdd5d4b98fc9a04bb4f02f35d0890915ee67bdd9d0eb20737adeaa6b92,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/失效路径Runtime前28槽清零_0x4231D0_0x4232A0.asm,3485,6ae58b85a842eac415422e7b8cde705d40fe8b02c629a189a1569c161e423b14,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,反汇编,证据/09_战斗状态效果与场域/固化4/反汇编/结果模式2_DamageInfo真实坐标_0x4212CE_0x421570.asm,9788,68a78bceac900b345256e7387cd71d9f3574e09e02b77a8d5e5ba53c5421b585,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化4,文本摘录,证据/09_战斗状态效果与场域/固化4/文本摘录/FIRTTECH特殊动作跳表原始字节_0x422040_0x422120.txt,941,f05145bf9a29e466db8ca750edf1732db7bd27754f4542df7608443e66076599,字符串与人工摘录
证据,09_战斗状态效果与场域,固化40,反汇编,证据/09_战斗状态效果与场域/固化40/反汇编/Battle主逻辑步到39槽递减门控链_0x442920_0x442DDF.asm,18134,b09b62bf3e8c1bcab85e41b40fcdfbb540edf709927ce5e41fd0d8a6bf19f250,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化40,反汇编,证据/09_战斗状态效果与场域/固化40/反汇编/Runtime39槽固定减10循环_0x420650_0x42069F.asm,1793,98dc4fae99625fc3cf51255e936cd0f14e8d55b3d3e396637a7c3a30af7c7afd,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化44,反汇编,证据/09_战斗状态效果与场域/固化44/反汇编/Battle三十九槽序列化零块与后十一槽写入边界_0x41F166_0x4231E1.asm,20455,78fb1043c4bb82b676a7cc1c1b3b9eb99c3ccb43035112804591f0d4d5903e80,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化44,机器结果,证据/09_战斗状态效果与场域/固化44/机器结果/Battle三十九槽序列化零块静态调查结论_固化44.json,3683,9764b3089e6ca03ae7a37e1e0c4aa5173d23ff179364e150ed3a68ae25082fe6,机器可读结论与断言
证据,09_战斗状态效果与场域,固化45,反汇编,证据/09_战斗状态效果与场域/固化45/反汇编/战斗前二十八效果槽生命周期重置调用链_固化45.asm,80644,d834053eafebf3091923226bc5d59f932acedf93b3ad1ff17e7e3ddca1a1584e,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化46,反汇编,证据/09_战斗状态效果与场域/固化46/反汇编/ITF0052_selector写入与Section0范围夹取_0x43E460_0x43E720.asm,20113,91ef106cf4b39e7844332d76a4e73711d87d9a4a6af43d7df15cb41a13fe7a89,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化46,反汇编,证据/09_战斗状态效果与场域/固化46/反汇编/十四路状态表现子对象构造与ITF0052装载_0x41D160_0x41D3E1.asm,13424,c3ab61dd36e625e6e02b27c34d15d31eb9e79242e6f7673d5431a971af5a66b5,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化46,反汇编,证据/09_战斗状态效果与场域/固化46/反汇编/十四路状态表现字段到selector路由_0x41CD79_0x41D114.asm,16934,3fcc360f0ae8f6ea4d88e3d7c6f9c0279852b229595ab01c40ced49568a6e0c6,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化46,图像证据,证据/09_战斗状态效果与场域/固化46/图像证据/ITF0052二十三序列联系表.png,7939,313893190eb05a3a6a5a00affeac8607b7140f653a2454b8d1c1918982ec3dc7,资源重建或界面对照
证据,09_战斗状态效果与场域,固化47,反汇编,证据/09_战斗状态效果与场域/固化47/反汇编/七组互反状态表现双分支机器码.asm,14283,1c6c16eae4d8ba9814601fc52abe5c9c36a88cdbab043925f13b3ea7fa85e2ea,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化47,反汇编,证据/09_战斗状态效果与场域/固化47/反汇编/对向槽映射与抵消残量机器码.asm,2561,a8e31bf803430afd4e947e334b44d2102648979d6f2586316e3bcda030404f5f,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化47,反汇编,证据/09_战斗状态效果与场域/固化47/反汇编/物品专用解除与中毒命蕴对向清除机器码.asm,7531,d657d74b19bbd9fc543eff6bfdb1d64cf1f9f0e7cbf37529b2f71f84dd0f3657,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/七个单分支状态表现路由_0x41CF50_0x41D120.asm,7191,2bf14d1656b3bf42be761450e28ddbe33d86d1f439c1d9f478f807e43c77c582,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/化幻提交门控与三种专用状态解除_0x421610_0x4217C8.asm,5843,4755e09e48e8643196889598bde37246cd21ab34bd0b7465bbdc9d589a07bd05,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/幽冥返召操偶写入与胜负统计排除.asm,2399,b589115b46162b550ab4c594159b69ae9a7be3fe66d8b7cbb7467d21f1ac4f56,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/普通效果同编号写入协议_0x422C30_0x422C78.asm,1500,6f41f16f411c6d21ea2d88dab2f84e3554a5c73f15f20d710aca610980a7e093,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/续命护心布尔与化幻冰封操偶结果处理.asm,5031,de33f0efcbb4cffe513630b803cd8f0c4ddd53bc196387187fb1a82bb3c0b854,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,反汇编,证据/09_战斗状态效果与场域/固化48/反汇编/麻痹与冰封类状态运行时行为_0x420540_0x420640.asm,4551,955c728fff431b715f1fd8147a48281dd3197c1a3a49fe655aa356248b568833,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化48,机器结果,证据/09_战斗状态效果与场域/固化48/机器结果/七个单分支状态作者文本与解除锚点.json,14910,09899c3c5d65b96e5cd2ddc1cac2f245a2e8f768ac28eb62afd85a8c9e568187,机器可读结论与断言
证据,09_战斗状态效果与场域,固化49,反汇编,证据/09_战斗状态效果与场域/固化49/反汇编/原始效果八第一处显式清零机器码.asm,811,d76853947ee70b959c37ec1806c26a514370fb8987b34b11f10db5359d8eef7f,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化49,反汇编,证据/09_战斗状态效果与场域/固化49/反汇编/原始效果八第二处显式清零机器码.asm,701,0ba28e89c814dc3a173b5e85575b811f30a4bc906f8e25999c25f9f09cd21352,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化49,反汇编,证据/09_战斗状态效果与场域/固化49/反汇编/对向表第一字段消费与残量减法机器码.asm,1308,6f9b4940f8916e68632629345be6908fb5b1f51dfa836fd290fe455663c72c10,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化49,反汇编,证据/09_战斗状态效果与场域/固化49/反汇编/普通效果同编号待提交写入机器码.asm,1028,db0e78a485e459b58f27e0b301b939bfd1183b1a3d0fa13e50e0ffe1d71cdd88,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化49,反汇编,证据/09_战斗状态效果与场域/固化49/反汇编/正值门控机器码.asm,687,3bd22423e5f3212caf003d3f2f49359e3ffaa4020f348844a7622e848bf64efa,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化49,文本摘录,证据/09_战斗状态效果与场域/固化49/文本摘录/对向表静态绝对地址引用扫描.txt,498,28bb723a2fa457d420621934b1b50153f04828f0239ccd676be890633471e0fd,字符串与人工摘录
证据,09_战斗状态效果与场域,固化50,反汇编,证据/09_战斗状态效果与场域/固化50/反汇编/十四路状态更新选择器集合_0x41CD79_0x41D119.asm,13715,ad20a286ae6b3208dc92bb00a35bd86e8a3b84ee219ff874ba93ecce3c763208,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化50,反汇编,证据/09_战斗状态效果与场域/固化50/反汇编/状态容器专用虚方法与选择器零直调_0x41D920_0x41DB80.asm,9914,a7fee17fd15a3da664bbce90937a07e90c0af2aaf75e919a4edcb2dd71a0c32e,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化50,反汇编,证据/09_战斗状态效果与场域/固化50/反汇编/状态容器十四子对象析构循环_0x41D720_0x41D920.asm,8084,bf8def06200991b746bcdade1a83b109c28736dc5fd2afddb2557705c0653648,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化50,反汇编,证据/09_战斗状态效果与场域/固化50/反汇编/状态容器唯一构造与十四子对象初始化_0x41C520_0x41D3E3.asm,57718,4b94578f6ecb3d3d769f75930ebca680152f9d9a85cdf90920e8da064092aa27,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/Battle主更新双实例Tick_原版_00442ca2_00442cc3.asm,475,e1b589a900f76c32a0c2451427d4563077de4122784fb386d658df4af0c9a236,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/Battle共享后段九槽提交路由_原版_00420048_00420120.asm,3662,7e63a60abdfe7d60a735e7369e2ed07ad43ef42f443285e0657079ecd2575146,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/Battle共享后段九槽提交路由_研究版_00420048_00420120.asm,3638,ac77f0781cf0070db1ab40cd97082ca78ac97964da42d9dce2e09b1b60d8d2e7,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/九槽双实例初始化与锚点选择_原版_0044283e_00442875.asm,848,fc9e1034db07e12ed3a8bf3f12bf1f07af19525337ff0379909c68ce209ffc23,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/九槽持续场域表现管理器_原版_0043da30_0043ddc6.asm,17702,a3624e193ffca6d0e8a7b7bf4adc5e525e0613b6b208020192132865f23769b9,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/九槽持续场域表现管理器_研究版_0043da30_0043ddc6.asm,17678,0315961926ad8a82aab6db8792086ce18c9292ecd982949217ceec12125a908e,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/角色失效Owner清理_原版_00423280_004232c1.asm,1134,6c60a91974a9c04f390b30d65be2e0f0b7a92863f7e1f96097382c0f2bbbe24a,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,反汇编,证据/09_战斗状态效果与场域/固化58/反汇编/角色资源归零Owner清理_原版_004211fe_00421238.asm,955,0a885c620920584f530551f20942c956ab7ac1416a90ca58ca5a38b3e540154c,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化58,文本摘录,证据/09_战斗状态效果与场域/固化58/文本摘录/九项EFF资源与FIRTTECH映射表_原版_0046bb94_0046bc94.txt,1520,cc1762831351fb99a52579ff809dc9dc0c0832fff9ca294a13708206c9114f60,字符串与人工摘录
证据,09_战斗状态效果与场域,固化58,机器结果,证据/09_战斗状态效果与场域/固化58/机器结果/multimedia九项EFF实体存在性核对_固化58.json,430,0f38478842314e3ba87b888427212a26759d3e8f5266aeea13411b72fdbf58b6,机器可读结论与断言
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/Owner活动场域阻挡特定状态转换_原版_00442D01_00442D5D.asm,1282,127033671206f8ce9843723a5435640c6f7936e580dc08cd969eb8defa1a3cad,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/九槽有效性谓词与Owner查询_原版_0043DA50_0043DCAB.asm,11850,66e9d6ba91a5c90b84c34f2d5652c68b3f32fab48daa915f3d941ff369fc13e1,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/九槽有效性谓词与Owner查询_研究版_0043DA50_0043DCAB.asm,11826,471131f60cddf98ae927f53ffbcc0c778254ef2b9082a584dbe284de5c583ba7,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/双管理器指针绑定与别名_原版_节选.asm,2996,6da10ae5eafb754ce41573d847068dd5d001104da3ed9484be52646e7804a2ab,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/反咒禁制六甲神仪DamageInfo清零_原版_0042CA07_0042CA65.asm,1946,5e427af783cfd062c9a5b8cda078bbdcfaa75f0f38da3bdf23a45f59d9745b03,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/反咒禁制菜单与AI消费_原版_节选.asm,8835,2ca4049491070a82c851cc506fb968b71f91b80f3dc9d0d82ca9485f8f1aa276,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/场域有效性查询包装器_原版_00423070_0042BF84_节选.asm,3891,826c1285c2bb83fc9930511640485167f0a80a541044c1af86620a1fb35d2a0b,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/时轮返阵鬼缚之阵计时百分比消费_原版_节选.asm,15918,4b0b1895ef4cfb968c0bdebbcd7d0283dac77c62396321ebe86b5ac9ab9965fc,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/阈迦封界结果拦截与次资源代价_原版_004211C5_00421374_节选.asm,4332,dc13396178a782dd44263fce995103c2c16250f6ace52876eb051091b93fce79,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化59,反汇编,证据/09_战斗状态效果与场域/固化59/反汇编/鬼唳天幕与阈迦封界公式侧消费_原版_多区间.asm,12729,d657cb9ea99627d94ff505f545ed7b0986daf44a750f9139c11308ea9eb2115e,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化60,反汇编,证据/09_战斗状态效果与场域/固化60/反汇编/九项场域槽建立_原版_0043DB20_0043DC01.asm,3928,24e522777858a733a7d63c2870d65c6a14edcbfa37184682e619b207efaccda1,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化60,反汇编,证据/09_战斗状态效果与场域/固化60/反汇编/场域相对阵营路由_原版_00420048_00420113.asm,3437,e35a8ef0392dea931b82573e953968c96078e0fd2f071b0ddefa0cb100541533,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化60,反汇编,证据/09_战斗状态效果与场域/固化60/反汇编/场域相对阵营路由_研究版_00420048_00420113.asm,3413,b3870feee0e0d3175bb1e25c685e71487e50cc8b384fa3fc954994212edf3da7,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化60,机器结果,证据/09_战斗状态效果与场域/固化60/机器结果/场域相对阵营路由关键区间双版本等价.json,1774,0e58bd52bc5537bd0fae2f6f810810aa4c54dfeecbc57abc3c642b98c3e85f9c,机器可读结论与断言
证据,09_战斗状态效果与场域,固化63,反汇编,证据/09_战斗状态效果与场域/固化63/反汇编/manager对象范围三个跨指令假候选核对_原版_节选.asm,6786,b81f854843ea16e9338babf5f1cd46601d52819ec0a6b8c477415116414dba41,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化63,反汇编,证据/09_战斗状态效果与场域/固化63/反汇编/九槽manager完整方法主体_原版_0043DA00_0043DCBF.asm,14165,63b7e9cf77d4926ad41d4d6c581b3ca319e27481b374e8567ad374bc2a480dd7,近原始机器码与控制流证据
证据,09_战斗状态效果与场域,固化63,反汇编,证据/09_战斗状态效果与场域/固化63/反汇编/双manager绑定查询重置生命周期与已知consumer引用面_原版_多区间.asm,30624,9f8e79aed1359e3e608997e4e908eea981643749b08f2f614564e7ca6f408cc8,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/布局队伍记录选择与整记录复制_0x424430_0x424551.asm,5456,f4bafe0a355525140ba10b02c98b0a450fd74323e7488f8fbbd1490e00d90916,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/幽冥返召操偶状态写入_0x421FED_0x422024.asm,856,af25ecef92900e5333029131181121b855eca6a7cfdafe40bfeb8dd45579d92e,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/战斗初始化布局队伍奖励记录写入_0x4423A0_0x4423F8.asm,1237,8069c6aa38886f1793cdcf438dd770c370c882a6226e7c68a42bddf49c501836,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/战斗结束高层返回与角色回写链_0x4328A0_0x432A1C.asm,5375,65e0c0f5df4d0b2ec31aa42fb68b21b34a12ab05f86b4030cbb6397d2900421a,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/战斗结果与胜利奖励主链_0x443660_0x443B39.asm,18039,533b4d63f2121084fcd880fd8785534124da786f3ca6803bc4a68c318ada01aa,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/战斗胜负判定器_0x443590_0x443659.asm,3811,ff0bf2d19a70944a7e538cd35de8ecf50ed5ce964567b547f7ef941a4b80415f,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/特殊结束倒计时初始化_DataCenter加F4_0x40D3EE_0x40D459.asm,1499,0a5b92b8c2e725b50507115e596c874a73460b075eed650ad70c6abb933fa3bb,近原始机器码与控制流证据
证据,10_战斗动作结果与表现,固化15,反汇编,证据/10_战斗动作结果与表现/固化15/反汇编/特殊结束倒计时递减_0x442920_0x44297F.asm,1431,e7e7dfe7f443c7a29d8f5cc0b9089675934de2acc177700a1b04f8f26209edd6,近原始机器码与控制流证据
